iata,name,city,country,continent,timezone
NIP,NAS Jacksonville,Jacksonville,United States,North America,
NIR,Chase Field Industrial Complex,Beeville,United States,North America,
NIS,Simberi Airport,Simberi Island,Papua New Guinea,Oceania,
NIT,Niort - Souché Airport,Niort,France,Europe,
NIU,Niau Airport,Niau,French Polynesia,Oceania,
NIX,Nioro Airport,Nioro du Sahel,Mali,Africa,
NJA,Naval Air Facility Atsugi,Atsugi,Japan,Asia,
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,Asia,
NJF,Al Najaf International Airport,Al Najaf,Iraq,Asia,
NJK,NAF El Centro,El Centro,United States,North America,
NKA,Nkan Airport,Ntoum,Gabon,Africa,
NKB,Noonkanbah Airport,Noonkanbah Station,Australia,Oceania,
NKC,Nouakchott–Oumtounsy International Airport,Nouakchott,Mauritania,Africa,
NKD,Sinak Airport,Sinak,Indonesia,Asia,
NKG,Nanjing Lukou International Airport,Nanjing,China,Asia,
NKI,Naukati Bay Seaplane Base,Naukati Bay,United States,North America,
NKL,Nkolo-Fuma Airport,Kolo Fuma,Democratic Republic of the Congo,Africa,
NKM,Nagoya Airfield,Nagoya,Japan,Asia,
NKN,Nankina Airport,Nankina,Papua New Guinea,Oceania,
NKO,Ankokoambo Airport,Ankokoambo,Madagascar,Africa,
NKP,Nukutepipi Airport,Nukutepipi,French Polynesia,Oceania,
NKS,Nkongsamba Airport,Nkongsamba,Cameroon,Africa,
NKT,Şırnak Airport,Şırnak,Turkey,Asia,
NKU,Nkaus Airport,Nkau,Lesotho,Africa,
NKX,MCAS Miramar,San Diego,United States,North America,
NKY,Yokangassi Airport,Nkayi,Republic of the Congo,Africa,
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,Africa,
NLC,NAS Lemoore,Lemoore,United States,North America,
NLD,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,North America,
NLE,Jerry Tyler Memorial Airport,Niles,United States,North America,
NLF,Darnley Island Airport,Darnley Island,Australia,Oceania,
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,North America,
NLH,Ninglang Luguhu Airport,Ninglang,China,Asia,
NLI,Nikolayevsk-on-Amur Airport,Nikolayevsk-on-Amur,Russia,Asia,
NLK,Norfolk Island Airport,Norfolk Island,Australia,Oceania,
NLL,Nullagine Airport,Nullagine,Australia,Oceania,
NLN,Kneeland Airport,Arcata,United States,North America,
NLO,N'Dolo Airport,Kinshasa,Democratic Republic of the Congo,Africa,
NLP,Nelspruit Airport,Mbombela,South Africa,Africa,
NLS,Nicholson Airport,Nicholson,Australia,Oceania,
NLT,Xinyuan Nalati Airport,Xinyuan,China,Asia,
NLU,Santa Lucía Air Force Base Num 1,Zumpango,Mexico,North America,
NLV,Mykolaiv International Airport,Mykolaiv,Ukraine,Europe,
NMA,Namangan Airport,Namangan,Uzbekistan,Asia,
NMB,Daman Airport,Daman,India,Asia,
NMC,Norman's Cay Airport,Norman's Cay,Bahamas,North America,
NME,Nightmute Airport,Nightmute,United States,North America,
NMF,Maafaru International Airport,Maafaru,Maldives,Asia,
NMG,San Miguel Airport,San Miguel,Panama,North America,
NML,Fort McMurray/Mildred Lake Airport,Fort McMurray,Canada,North America,
NMN,Nomane Airport,Nomane,Papua New Guinea,Oceania,
NMP,New Moon Airport,New Moon,Australia,Oceania,
NMR,Nappa Merrie Airport,Nappa Merrie,Australia,Oceania,
NMS,Nansang Airport,Nansang,Myanmar,Asia,
NMT,Namtu Airport,Namtu,Myanmar,Asia,
NNA,Kenitra Air Base,Kenitra,Morocco,Africa,
NNB,Santa Ana Airport,Santa Ana Island,Solomon Islands,Oceania,
NND,Nangade Airport,Nangade,Mozambique,Africa,
NNG,Nanning Wuxu International Airport,Nanning,China,Asia,
NNI,Namutoni Airport,Namutoni,Namibia,Africa,
NNK,Naknek Airport,Naknek,United States,North America,
NNL,Nondalton Airport,Nondalton,United States,North America,
NNM,Naryan-Mar Airport,Naryan-Mar,Russia,Asia,
NNR,Connemara Airport,Spiddal,Ireland,Europe,
NNT,Nan Nakhon Airport,Nan,Thailand,Asia,
NNU,Nanuque Airport,Nanuque,Brazil,South America,
NNX,Nunukan Airport,Nunukan,Indonesia,Asia,
NNY,Nanyang Jiangying Airport,Nanyang,China,Asia,
NOA,NAS Nowra,Nowra,Australia,Oceania,
NOB,Nosara Airport,Nosara,Costa Rica,North America,
NOC,Ireland West Airport Knock,Knock,Ireland,Europe,
NOD,Norddeich Airport,Norden,Germany,Europe,
NOG,Nogales International Airport,Nogales,Mexico,North America,
NOI,Novorossiysk Airport,Novorossiysk,Russia,Asia,
NOJ,Noyabrsk Airport,Noyabrsk,Russia,Asia,
NOK,Nova Xavantina Airport,Nova Xavantina,Brazil,South America,
NOM,Nomad River Airport,Nomad River,Papua New Guinea,Oceania,
NON,Nonouti Airport,Nonouti,Kiribati,Oceania,
NOO,Naoro Airport,Naoro,Papua New Guinea,Oceania,
NOP,Sinop Airport,Sinop,Turkey,Asia,
NOR,Norðfjörður Airport,Nordfjordur,Iceland,Europe,
NOS,Fascene Airport,Nosy Be,Madagascar,Africa,
NOT,Marin County Airport,Novato,United States,North America,
NOU,La Tontouta International Airport,Nouméa,New Caledonia,Oceania,
NOV,Albano Machado Airport,Huambo,Angola,Africa,
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,Asia,
NPA,NAS Pensacola,Pensacola,United States,North America,
NPE,Hawke's Bay Airport,Napier,New Zealand,Oceania,
NPG,Nipa Airport,Nipa,Papua New Guinea,Oceania,
NPH,Nephi Municipal Airport,Nephi,United States,North America,
NPL,New Plymouth Airport,New Plymouth,New Zealand,Oceania,
NPO,Nanga Pinoh Airport,Nanga Pinoh,Indonesia,Asia,
NPP,Napperby Airport,Napperby,Australia,Oceania,
NPR,Novo Progresso Airport,Novo Progresso,Brazil,South America,
NPT,Newport State Airport,Newport,United States,North America,
NPU,San Pedro de Urabá Airport,San Pedro de Urabá,Colombia,South America,
NPY,Mpanda Airport,Mpanda,Tanzania,Africa,
NQA,Millington Regional Jetport,Millington,United States,North America,
NQI,NAS Kingsville,Kingsville,United States,North America,
NQL,Niquelândia Airport,Niquelândia,Brazil,South America,
NQN,Presidente Perón International Airport,Neuquén,Argentina,South America,
NQT,Nottingham Airport,Nottingham,United Kingdom,Europe,
NQU,Reyes Murillo Airport,Nuquí,Colombia,South America,
NQX,NAS Key West,Key West,United States,North America,
NQY,Newquay Airport,Newquay,United Kingdom,Europe,
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan,Kazakhstan,Asia,
NRA,Narrandera Airport,Narrandera,Australia,Oceania,
NRB,NS Mayport,Mayport,United States,North America,
NRC,NASA Crows Landing Airport,Crows Landing,United States,North America,
NRD,Norderney Airfield,Norderney,Germany,Europe,
NRE,Namrole Airport,Namrole,Indonesia,Asia,
NRG,Narrogin Airport,Narrogin,Australia,Oceania,
NRI,Grand Lake Regional Airport,Afton,United States,North America,
NRK,Norrköping Airport,Norrköping,Sweden,Europe,
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,Europe,
NRM,Keibane Airport,Nara,Mali,Africa,
NRN,Weeze Airport,Weeze,Germany,Europe,
NRR,José Aponte de la Torre Airport,Ceiba,United States,North America,
NRS,NOLF Imperial Beach,Imperial Beach,United States,North America,
NRT,Narita International Airport,Tokyo,Japan,Asia,
NRY,Newry Airport,Newry Station,Australia,Oceania,
NSB,North Seaplane Base,Bimini,Bahamas,North America,
NSE,NAS Whiting Field – North,Milton,United States,North America,
NSH,Noshahr Airport,Nowshahr,Iran,Asia,
NSI,Yaoundé Nsimalen International Airport,Yaoundé,Cameroon,Africa,
NSK,Alykel Airport,Norilsk,Russia,Asia,
NSL,Slayton Municipal Airport,Slayton,United States,North America,
NSM,Norseman Airport,Norseman,Australia,Oceania,
NSN,Nelson Airport,Nelson,New Zealand,Oceania,
NSO,Scone Airport,Scone,Australia,Oceania,
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,Asia,
NSV,Noosa Airport,Noosaville,Australia,Oceania,
NSY,Naval Air Station Sigonella,Catania,Italy,Europe,
NTA,Natadola Seaplane Base,Natadola Bay,Fiji,Oceania,
NTB,"Notodden Airport, Tuven",Notodden,Norway,Europe,
NTC,Santa Carolina Airport,Santa Carolina,Mozambique,Africa,
NTD,NAS Point Mugu,Point Mugu,United States,North America,
NTE,Nantes Atlantique Airport,Nantes,France,Europe,
NTG,Nantong Xingdong Airport,Nantong,China,Asia,
NTI,Stenkool Airport,Bintuni,Indonesia,Asia,
NTJ,Manti-Ephraim Airport,Manti,United States,North America,
NTL,Newcastle Airport,Newcastle,Australia,Oceania,
NTM,Miracema do Tocantins Airport,Miracema do Tocantins,Brazil,South America,
NTN,Normanton Airport,Normanton,Australia,Oceania,
NTO,Agostinho Neto Airport,Santo Antão,Cape Verde,Africa,
NTQ,Noto Airport,Wajima,Japan,Asia,
NTR,Del Norte International Airport,Monterrey,Mexico,North America,
NTT,Niuatoputapu Airport,Niuatoputapu,Tonga,Oceania,
NTU,NAS Oceana,Virginia Beach,United States,North America,
NTX,Ranai Airport,Natuna Islands,Indonesia,Asia,
NTY,Pilanesberg International Airport,Sun City,South Africa,Africa,
NUA,Gregory Lake Seaplane Base,Nuwara Eliya,Sri Lanka,Asia,
NUB,Numbulwar Airport,Numbulwar,Australia,Oceania,
NUD,En Nahud Airport,En Nahud,Sudan,Africa,
NUE,Nuremberg Airport,Nuremberg,Germany,Europe,
NUF,Castlereigh Reservoir Seaplane Base,Hatton,Sri Lanka,Asia,
NUG,Nuguria Airstrip,Nuguria,Papua New Guinea,Oceania,
NUH,Nunchía Airport,Nunchía,Colombia,South America,
NUI,Nuiqsut Airport,Nuiqsut,United States,North America,
NUJ,Hamedan Air Base,Hamadan,Iran,Asia,
NUK,Nukutavake Airport,Nukutavake,French Polynesia,Oceania,
NUL,Nulato Airport,Nulato,United States,North America,
NUM,Neom Bay Airport,Neom,Saudi Arabia,Asia,
NUN,NOLF Saufley Field,Pensacola,United States,North America,
NUP,Nunapitchuk Airport,Nunapitchuk,United States,North America,
NUQ,Moffett Federal Airfield,Mountain View,United States,North America,
NUR,Nullabor Motel Airport,Nullarbor,Australia,Oceania,
NUS,Norsup Airport,Norsup,Vanuatu,Oceania,
NUT,Nutuve Airport,Nutuve,Papua New Guinea,Oceania,
NUU,Nakuru Airport,Nakuru,Kenya,Africa,
NUW,NAS Whidbey Island,Oak Harbor,United States,North America,
NUX,Novy Urengoy Airport,Novy Urengoy,Russia,Asia,
NVA,Benito Salas Airport,Neiva,Colombia,South America,
NVD,Nevada Municipal Airport,Nevada,United States,North America,
NVG,Nueva Guinea Airport,Nueva Guinea,Nicaragua,North America,
NVI,Navoi International Airport,Navoiy,Uzbekistan,Asia,
NVK,"Narvik Airport, Framnes",Narvik,Norway,Europe,
NVN,Nervino Airport,Beckwourth,United States,North America,
NVP,Novo Aripuanã Airport,Novo Aripuanã,Brazil,South America,
NVR,Novgorod Airport,Veliky Novgorod,Russia,Asia,
NVS,Nevers - Fourchambault Airport,Nevers,France,Europe,
NVT,Navegantes–Ministro Victor Konder International Airport,Navegantes,Brazil,South America,
NVY,Neyveli Airport,Neyveli,India,Asia,
NWA,Mohéli Bandar Es Eslam Airport,Mohéli,Comoros,Africa,
NWH,Parlin Field,Newport,United States,North America,
NWI,Norwich International Airport,Norwich,United Kingdom,Europe,
NWT,Nowata Airport,Nowata,Papua New Guinea,Oceania,
NYA,Nyagan Airport,Nyagan,Russia,Asia,
NYE,Nyeri Airport,Nyeri,Kenya,Africa,
NYG,MCAF Quantico,Quantico,United States,North America,
NYI,Sunyani Airport,Sunyani,Ghana,Africa,
NYK,Nanyuki Airport,Nanyuki,Kenya,Africa,
NYM,Nadym Airport,Nadym,Russia,Asia,
NYN,Nyngan Airport,Nyngan,Australia,Oceania,
NYO,Stockholm Skavsta Airport,Stockholm,Sweden,Europe,
NYR,Nyurba Airport,Nyurba,Russia,Asia,
NYS,New York Skyports Seaplane Base,New York City,United States,North America,
NYT,Naypyidaw Airport,Naypyidaw,Myanmar,Asia,
NYU,Nyaung U Airport,Bagan,Myanmar,Asia,
NYW,Monywa Airport,Monywa,Myanmar,Asia,
NZA,Nzagi Airport,Nzagi,Angola,Africa,
NZC,Maria Reiche Neuman Airport,Nazca,Peru,South America,
NZE,Nzérékoré Airport,Nzérékoré,Guinea,Africa,
NZH,Manzhouli Xijiao Airport,Manzhouli,China,Asia,
NZL,Zhalantun Chengjisihan Airport,Zhalantun,China,Asia,
NZY,NAS North Island,San Diego,United States,North America,
OAA,Forward Operating Base Shank,Gardez,Afghanistan,Asia,
OAG,Orange Airport,Orange,Australia,Oceania,
OAH,Shindand Air Base,Shindand,Afghanistan,Asia,
OAI,Bagram Airfield,Bagram,Afghanistan,Asia,
OAJ,Albert J. Ellis Airport,Jacksonville,United States,North America,
OAK,Oakland International Airport,Oakland,United States,North America,
OAL,Capital do Café Airport,Cacoal,Brazil,South America,
OAM,Oamaru Airport,Oamaru,New Zealand,Oceania,
OAN,El Arrayán Airport,Olanchito,Honduras,North America,
OAR,Marina Municipal Airport,Monterey,United States,North America,
OAS,Sharana Airstrip,Sharana,Afghanistan,Asia,
OAX,Xoxocotlán International Airport,Oaxaca de Juárez,Mexico,North America,
OAZ,Camp Bastion Air Base,Girishk,Afghanistan,Asia,
OBA,Oban Airport,Oban,Australia,Oceania,
OBC,Obock Airport,Obock,Djibouti,Africa,
OBD,Obano Airport,Obano,Indonesia,Asia,
OBE,Okeechobee County Airport,Okeechobee,United States,North America,
OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,Europe,
OBI,Óbidos Airport,Óbidos,Brazil,South America,
OBL,Oostmalle Airfield,Zoersel,Belgium,Europe,
OBM,Morobe Airport,Morobe,Papua New Guinea,Oceania,
OBN,Oban Airport,Oban,United Kingdom,Europe,
OBO,Tokachi–Obihiro Airport,Obihiro,Japan,Asia,
OBS,Aubenas Aerodrome,Aubenas,France,Europe,
OBU,Kobuk Airport,Kobuk,United States,North America,
OBX,Obo Airport,Obo,Papua New Guinea,Oceania,
OCA,Ocean Reef Club Airport,Key Largo,United States,North America,
OCC,Francisco de Orellana Airport,Puerto Francisco de Orellana,Ecuador,South America,
OCE,Ocean City Municipal Airport,Ocean City,United States,North America,
OCF,Ocala International Airport,Ocala,United States,North America,
OCH,A.L. Mangham Jr. Regional Airport,Nacogdoches,United States,North America,
OCJ,Ian Fleming International Airport,Ocho Rios,Jamaica,North America,
OCM,Boolgeeda Airport,Boolgeeda,Australia,Oceania,
OCN,Oceanside Municipal Airport,Oceanside,United States,North America,
OCS,Corisco International Airport,Corisco Island,Equatorial Guinea,Africa,
OCV,Aguas Claras Airport,Ocaña,Colombia,South America,
OCW,Washington–Warren Airport,Washington,United States,North America,
ODA,Ouadda Airport,Ouadda,Central African Republic,Africa,
ODB,Córdoba Airport,Córdoba,Spain,Europe,
ODC,Oakdale Airport,Oakdale,United States,North America,
ODD,Oodnadatta Airport,Oodnadatta,Australia,Oceania,
ODE,Hans Christian Andersen Airport,Odense,Denmark,Europe,
ODH,RAF Odiham,Odiham,United Kingdom,Europe,
ODJ,Ouanda Djallé Airport,Ouanda Djallé,Central African Republic,Africa,
ODL,Cordillo Downs Airport,Cordillo Downs,Australia,Oceania,
ODM,Garrett County Airport,Oakland,United States,North America,
ODN,Long Seridan Airport,Long Seridan,Malaysia,Asia,
ODO,Bodaybo Airport,Bodaybo,Russia,Asia,
ODR,Ord River Airport,Ord River,Australia,Oceania,
ODS,Odesa International Airport,Odesa,Ukraine,Europe,
ODW,A.J. Eisenberg Airport,Oak Harbor,United States,North America,
ODY,Oudomsay Airport,Muang Xay,Laos,Asia,
OEC,Oecusse Airport,Oecussi,East Timor,Asia,
OEL,Oryol Yuzhny Airport,Oryol,Russia,Asia,
OEM,Vincent Fayks Airport,Paloemeu,Suriname,South America,
OEO,L.O. Simenstad Municipal Airport,Osceola,United States,North America,
OER,Örnsköldsvik Airport,Örnsköldsvik,Sweden,Europe,
OES,Antoine de Saint Exupéry Airport,San Antonio Oeste,Argentina,South America,
OFF,Offutt Air Force Base,Omaha,United States,North America,
OFI,Ouango Fitini Airport,Ouango Fitini,Ivory Coast,Africa,
OFJ,Ólafsfjörður Airport,Ólafsfjörður,Iceland,Europe,
OFK,Norfolk Regional Airport,Norfolk,United States,North America,
OFU,Ofu Airport,Ofu Island,American Samoa,Oceania,
OGA,Searle Field,Ogallala,United States,North America,
OGB,Orangeburg Municipal Airport,Orangeburg,United States,North America,
OGD,Ogden-Hinckley Airport,Ogden,United States,North America,
OGE,Ogeramnang Airport,Ogeramnang,Papua New Guinea,Oceania,
OGG,Kahului Airport,Kahului,United States,North America,
OGL,Ogle Airport,Georgetown,Guyana,South America,
OGM,Ustupu-Ogobsucum Airport,Ustupo,Panama,North America,
OGN,Yonaguni Airport,Yonaguni,Japan,Asia,
OGO,Abengourou Airport,Abengourou,Ivory Coast,Africa,
OGR,Bongor Airport,Bongor,Chad,Africa,
OGS,Ogdensburg International Airport,Ogdensburg,United States,North America,
OGU,Ordu–Giresun Airport,Ordu,Turkey,Asia,
OGV,Ongava Airstrip,Ongava,Namibia,Africa,
OGX,Ain Beida Airport,Ouargla,Algeria,Africa,
OGZ,Beslan Airport,Vladikavkaz,Russia,Asia,
OHA,RNZAF Base Ohakea,Bulls,New Zealand,Oceania,
OHB,Ambohibary Airport,Moramanga,Madagascar,Africa,
OHD,"Ohrid ""St. Paul the Apostle"" Airport",Ohrid,North Macedonia,Europe,
OHE,Mohe Gulian Airport,Mohe,China,Asia,
OHH,Okha Airport,Okha,Russia,Asia,
OHI,Oshakati Airport,Oshakati,Namibia,Africa,
OHO,Okhotsk Airport,Okhotsk,Russia,Asia,
OHR,Wyk auf Föhr Airport,Wyk auf Föhr,Germany,Europe,
OHS,Sohar Airport,Sohar,Oman,Asia,
OHT,PAF Base Kohat,Kohat,Pakistan,Asia,
OIA,Ourilândia do Norte Airport,Ourilândia do Norte,Brazil,South America,
OIC,Lt. Warren Eaton Airport,Norwich,United States,North America,
OIM,Oshima Airport,Ōshima,Japan,Asia,
OIR,Okushiri Airport,Okushiri,Japan,Asia,
OIT,Oita Airport,Oita,Japan,Asia,
OJC,Johnson County Executive Airport,Olathe,United States,North America,
OJU,Tanjung Api Airport,Ampana,Indonesia,Asia,
OKA,Naha Airport,Okinawa,Japan,Asia,
OKB,Orchid Beach Airport,Fraser Island,Australia,Oceania,
OKC,Will Rogers World Airport,Oklahoma City,United States,North America,
OKD,Okadama Airport,Sapporo,Japan,Asia,
OKE,Okinoerabu Airport,Okinoerabujima,Japan,Asia,
OKF,Okaukuejo Airport,Okaukuejo,Namibia,Africa,
OKG,Okoyo Airport,Okoyo,Republic of the Congo,Africa,
OKH,RAF Cottesmore,Oakham,United Kingdom,Europe,
OKI,Oki Airport,Dogo,Japan,Asia,
OKJ,Okayama Airport,Okayama,Japan,Asia,
OKK,Kokomo Municipal Airport,Kokomo,United States,North America,
OKL,Gunung Bintang Airport,Oksibil,Indonesia,Asia,
OKM,Okmulgee Regional Airport,Okmulgee,United States,North America,
OKN,Okondja Airport,Okondja,Gabon,Africa,
OKO,Yokota Air Base,Fussa,Japan,Asia,
OKP,Oksapmin Airport,Oksapmin,Papua New Guinea,Oceania,
OKQ,Okaba Airport,Okaba,Indonesia,Asia,
OKR,Yorke Island Airport,Yorke Island,Australia,Oceania,
OKS,Garden County Airport,Oshkosh,United States,North America,
OKT,Oktyabrsky Airport,Oktyabrsky,Russia,Asia,
OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia,Africa,
OKV,Okao Airport,Okao,Papua New Guinea,Oceania,
OKY,Oakey Army Aviation Centre,Oakey,Australia,Oceania,
OLA,Ørland Airport,Ørland,Norway,Europe,
OLB,Olbia Costa Smeralda Airport,Olbia,Italy,Europe,
OLC,Senadora Eunice Michiles Airport,São Paulo de Olivença,Brazil,South America,
OLD,Old Town Municipal Airport and Seaplane Base,Old Town,United States,North America,
OLE,Cattaraugus County-Olean Airport,Olean,United States,North America,
OLF,L. M. Clayton Airport,Wolf Point,United States,North America,
OLH,Old Harbor Airport,Old Harbor,United States,North America,
OLI,Rif Airport,Ólafsvík,Iceland,Europe,
OLJ,Olpoi Airport,Olpoi,Vanuatu,Oceania,
OLK,Fuerte Olimpo Airport,Fuerte Olimpo,Paraguay,South America,
OLL,Oyo Ollombo Airport,Oyo,Republic of the Congo,Africa,
OLM,Olympia Regional Airport,Olympia,United States,North America,
OLN,Lago Musters Airport,Sarmiento,Argentina,South America,
OLO,Olomouc Airport,Olomouc,Czech Republic,Europe,
OLP,Olympic Dam Airport,Olympic Dam,Australia,Oceania,
OLQ,Olsobip Airport,Olsobip,Papua New Guinea,Oceania,
OLR,Forward Operating Base Salerno,Khost,Afghanistan,Asia,
OLS,Nogales International Airport,Nogales,United States,North America,
OLU,Columbus Municipal Airport,Columbus,United States,North America,
OLV,Olive Branch Airport,Olive Branch,United States,North America,
OLX,Olkiombo Airstrip,Olkiombo,Kenya,Africa,
OLY,Olney-Noble Airport,Olney,United States,North America,
OLZ,Olyokminsk Airport,Olyokminsk,Russia,Asia,
OMA,Eppley Airfield,Omaha,United States,North America,
OMB,Omboué Hospital Airport,Omboué,Gabon,Africa,
OMC,Ormoc Airport,Ormoc,Philippines,Asia,
OMD,Oranjemund Airport,Oranjemund,Namibia,Africa,
